FID,YEAR_,DISTRICT,COSITE,ROADWAY,DESC_FRM,DESC_TO,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,Shape__Length
158,2024,3,485020,48000060,HOLLYHILL RD,SR-297,1400,C,F,F,F,F,48,Escambia,3,0,1.745,9,0,55.1,6.3,2824.9788,2824.97881040331
159,2024,1,164072,16509000,SR-60,SHEPHERD RD,4500,F,F,F,F,1,16,Polk,1,0,0.986,9,0,56,7.3,1583.6349,1583.63490015434
160,2024,2,349001,34110000,SR-24,NW 20 ST,1200,X,F,F,F,F,34,Levy,2,0,9.566,9.5,0,55.5,2,15389.9154,15389.9154137832
161,2024,2,310102,31010000,US-19/US-98/US-27A,CR-232,6800,C,F,F,F,A,31,Gilchrist,2,0,1.364,9.5,0,54.6,6.4,2195.0187,2195.01869713875
162,2024,7,159155,15000409,CR-1/PARK ST,37 ST N,8800,C,F,F,F,F,15,Pinellas,7,0,4.304,9,0,53.4,7.3,6928.611,6928.61104600531
163,2024,4,938549,93760000,US-1/SR-5,N/A,5100,S,F,F,F,F,93,Palm Beach,4,0,2.421,9,0,61.5,4.7,3887.5802,3887.58023345627
164,2024,2,330002,33050000,US-27/SR-20,MADISON CO LINE,1600,C,F,F,F,F,33,Lafayette,2,0,9.116,9.5,0,58,16.2,14673.973,14673.9730212585
165,2024,1,174462,17000067,SR 45/US 41,TRIONFO AVE,1750,S,F,F,F,2,17,Sarasota,1,0,0.739,9,0,54,5.3,1181.6151,1181.61513061323
166,2024,7,159128,15000294,US-19,N/A,10000,C,F,F,F,F,15,Pinellas,7,0,0.109,9,0,53.4,5.9,171.5114,171.511449063199
167,2024,7,159224,15000137,N/A,PASS-A-GRILLE WAY,700,X,F,F,W,F,15,Pinellas,7,1.09,1.185,9,0,99.99,5.9,150.5044,150.504381122695
168,2024,7,159068,15000119,BELCHER RD,ENTR/DNT ENTER SIGN,20000,R,F,F,F,F,15,Pinellas,7,0,4.618,9,0,53.4,5.9,7428.9139,7428.91386109726
169,2024,1,174549,17000567,S BISCAYNE DR,PAN AMERICAN BLVD,1750,S,F,F,F,2,17,Sarasota,1,0,0.335,9,0,54,2.9,557.7597,557.759702552094
170,2024,1,174423,17000031,S OSPREY AVE,BENEVA RD,15200,C,F,F,F,F,17,Sarasota,1,0,2.24,9,0,54,3.5,3593.5175,3593.51745685285
171,2024,1,164773,16770000,US92/NEW TAMPA HWY,N/A,11600,S,F,F,F,2,16,Polk,1,0,3.774,9,0,56,9.1,6078.0941,6078.09409475481
172,2024,1,974142,16470028,SR 570 EB,US 98/SR35/BARTOW RD,9100,C,F,F,W,F,16,Polk,8,0,0.351,9,0,99.9,14.1,553.7866,553.786597268477
173,2024,2,340113,34050000,CR-347/NW 60 ST,SR-345/SE 4TH AVE,4300,C,F,F,F,F,34,Levy,2,31.097,35.641,9.5,0,55.5,6.2,7308.946,7308.94604769247
174,2024,4,937698,93637000,W PALMETTO PARK RD,N PONDEROSA DR,2200,S,F,F,F,F,93,Palm Beach,4,0,0.89,9,0,58.6,4.7,1435.3373,1435.33725080565
175,2024,1,164083,16880000,O'REILLY AUTO PARTS,SWINDELL RD,26000,F,F,F,F,1,16,Polk,1,5.28,7.793,9,0,56,18.7,4043.7869,4043.78694004368
176,2024,3,485245,48000025,N TARRAGONA ST,N 20TH AVE,3300,F,F,F,F,F,48,Escambia,3,2.201,3.657,9,0,55.1,6.3,2355.5947,2355.59469347189
177,2024,2,309100,30000100,CR-351,CR-349/NE CR-349 HWY,950,C,F,F,F,F,30,Dixie,2,0,3.292,9.5,0,58.8,13.6,5295.3585,5295.3585019724
178,2024,2,349116,34514000,SR-121,CR-343/NE 60 ST,1600,R,F,F,F,F,34,Levy,2,0,3.192,9.5,0,55.5,2,5135.0718,5135.07175200589
179,2024,7,159167,15000512,TAMPA RD,MAPLELEAF BLVD,6300,C,F,F,F,F,15,Pinellas,7,0,0.714,9,0,53.4,5.9,1139.9573,1139.9572760704
180,2024,7,159237,15000413,86 AVE N,102 AVE N,4600,X,F,F,F,F,15,Pinellas,7,0,1.029,9,0,53.4,5.9,1662.2539,1662.25394265636
181,2024,5,928076,92652000,END OF 92000018,US 17 / US 92 / SOBT,19300,S,F,F,F,F,92,Osceola,5,0,4.401,9,0,53.4,6.9,7093.0085,7093.00848708865
182,2024,2,339120,33590000,US-27/SR-20,E US-27,50,F,F,F,F,F,33,Lafayette,2,0,1.724,9.5,0,58,16.2,2775.3281,2775.3281054673
183,2024,1,174465,17000074,SR 45/US 41,COLONIA LN,19200,C,F,F,F,F,17,Sarasota,1,0,2.7,9,0,54,4.1,4466.3599,4466.35990310378
184,2024,7,159117,15000277,SOLON AVE,CR-1,1650,S,F,F,F,F,15,Pinellas,7,0,0.696,9,0,53.4,5.9,1121.9821,1121.98207844202
185,2024,7,159075,15000137,PASS-A-GRILLE WAY,21ST AVE,2200,C,F,F,F,F,15,Pinellas,7,0,1.039,9,0,53.4,5.9,1665.1465,1665.14645932266
186,2024,7,159073,15000125,PALM BLVD,CR-1,1000,R,F,F,F,F,15,Pinellas,7,0,1.416,9,0,53.4,5.9,2271.1885,2271.18846948257
187,2024,1,174566,17000579,HILLSBOROUGH BL-CO/L,PRICE BLVD,7200,S,F,F,F,2,17,Sarasota,1,0,2.783,9,0,54,4.7,4481.0723,4481.07225472667
188,2024,3,485218,48000106,S H ST,S A ST,150,F,F,F,F,F,48,Escambia,3,0.067,0.538,9,0,55.1,6.3,758.8278,758.827751029333
189,2024,1,974149,16470035,SR540/WINTER LAKE RD,SR 570 EB,2200,C,F,F,W,F,16,Polk,8,0,0.538,9,0,99.9,14.1,869.001,869.001021105068
190,2024,2,340117,34070000,N/A,ALACHUA CO LINE,3700,C,F,F,F,F,34,Levy,2,32.953,39.818,9.5,0,55.5,11.5,11035.4962,11035.4962280233
191,2024,2,309111,30590000,SR-349/NE 349 HWY,SR-349/NE 349 HWY,600,S,F,F,F,F,30,Dixie,2,0,4.607,9.5,0,58.8,13.6,7414.9771,7414.97709370174
192,2024,4,935503,93680000,1.115 MI W OF SR-710,N/A,37500,C,F,F,F,A,93,Palm Beach,4,0,1.135,9.5,0,58.6,9.5,1826.7648,1826.76483415286
193,2024,2,330006,33010000,SR-51/SW FLETCHER AV,SE CR-405,4200,C,F,F,F,F,33,Lafayette,2,13.592,18.332,9.5,0,58,16.2,7630.2995,7630.29950719111
194,2024,7,159104,15000255,SR-688 / ULMERTON RD,WHITNEY RD,5500,C,F,F,F,F,15,Pinellas,7,0,2.067,9,0,53.4,5.9,3326.806,3326.80595001674
195,2024,2,290070,29540000,SW SR-247,US-441/SR-25,2700,R,F,F,F,D,29,Columbia,2,0,11.87,9.5,0,54.1,21.5,19107.9897,19107.989697886
196,2024,2,349146,34521000,SR-121,N/A,700,X,F,F,F,F,34,Levy,2,0,0.514,9.5,0,55.5,2,857.7407,857.740693081337
197,2024,7,152768,15003000,4 ST S,3 ST S,9000,S,F,F,W,F,15,Pinellas,7,1.285,1.372,9,0,99.9,4,139.8671,139.867109976341
198,2024,1,164178,16630000,BARTOW/LK WALES RD,N/A,3200,F,F,F,F,1,16,Polk,1,0,1.882,9,0,56,8.5,3012.7456,3012.74562971286
199,2024,7,152726,15000464,SR-693/66 ST N,CR296/BRYAN DAIRY RD,3500,F,F,F,W,F,15,Pinellas,7,0,0.386,8,0,99.9,7.3,621.87,621.870041180795
200,2024,4,937572,93000389,LAKE WORTH RD,QUINCE LN,4000,S,F,F,F,F,93,Palm Beach,4,0,1.014,9,0,58.6,4.7,1641.9211,1641.92111161758
201,2024,2,340010,34050000,N/A,CR-347/NW 60 ST,4500,C,F,F,F,A,34,Levy,2,24.109,31.097,9.5,0,55.5,13.5,11240.0397,11240.0397127876
202,2024,3,470004,47020000,SR-73,CR-392,1950,C,F,F,F,A,47,Calhoun,3,2.46,7.601,9.5,0,61.6,15.9,8288.4559,8288.45589553639
203,2024,1,174486,17000106,PALMER BLVD,FRUITVILLE RD/SR 780,15900,F,F,F,F,1,17,Sarasota,1,0,0.938,9,0,54,6.6,1509.2842,1509.28418661959
204,2024,7,159231,15000311,1 AVE S,CENTRAL AVE SE,4900,X,F,F,F,F,15,Pinellas,7,0.546,0.606,9,0,53.4,5.9,96.9712,96.9711808184113
205,2024,1,974037,16470023,SR 570 EB,LAKELAND HIGHLANDS,2900,C,F,F,W,F,16,Polk,8,0,0.307,9,0,99.9,14.1,491.1196,491.119607602211
206,2024,4,867827,86000252,NW 38 ST,PROSPECT RD,6600,F,F,F,F,F,86,Broward,4,0,0.552,9,0,55,8.2,892.1574,892.157446952861
207,2024,1,174413,17000013,US 41,RINGLING BLVD,6500,S,F,F,F,2,17,Sarasota,1,0,0.505,9,0,54,1.9,826.0907,826.090676555953
208,2024,3,484035,48020000,SR-295/NEW WARRINGTO,N/A,19000,C,F,F,F,A,48,Escambia,3,11.672,12.993,9,0,55.1,3.2,2137.2328,2137.23281681501
209,2024,1,174539,17000556,JACARANDA BLVD,JACKSON  RD,4200,F,F,F,F,1,17,Sarasota,1,0,1.5,9,0,54,9.9,2434.409,2434.40903065285
210,2024,3,470114,47500000,NE CR-69A,SR-69,600,F,F,F,F,F,47,Calhoun,3,20.993,23.856,9.5,0,61.6,11.1,4615.7722,4615.77224166388
211,2024,2,350095,35060000,SE BETHUNE TRL,SR-14/SW MILLINOR ST,5000,C,F,F,F,A,35,Madison,2,4.324,6.016,9.5,0,57.3,15.9,2723.4119,2723.41185367509
212,2024,3,460298,46590001,SR-30,US-98/SR-30A,1600,F,F,F,F,F,46,Bay,3,0,0.789,9,0,59.4,8.8,1289.0265,1289.02648179069
213,2024,2,309106,30520000,SR-349/NE 349 HWY,BEGIN BRIDGE 310002,1200,V,F,F,F,F,30,Dixie,2,0,3.117,9.5,0,58.8,13.6,5015.1198,5015.11981127448
214,2024,2,320277,32050000,SW 28 LN,CR-141,1604,C,A,A,A,A,32,Hamilton,2,1.5,6.783,9.5,0,54.7,27.8,8506.7085,8506.70852256194
215,2024,7,159043,15000446,CAUSEWAY BLVD,N/A,13500,R,F,F,F,F,15,Pinellas,7,0,0.019,9,0,53.4,5.9,30.775,30.7750125275366
216,2024,4,937332,93000377,S LAKE CASCADE BLVD,BOYD LN,12400,S,F,F,F,F,93,Palm Beach,4,0,0.704,9,0,58.6,4.7,1126.7091,1126.70913159421
217,2024,2,340086,34030000,GORE AT SR-55 NB,CR-336,1300,C,F,F,F,F,34,Levy,2,0,0.164,9.5,0,99.9,9.2,264.2755,264.275469451421
218,2024,6,876132,87200091,87200142 NB ON,SR-953 / NW 42 AVE,7700,C,F,F,W,A,87,Miami-Dade,6,0,0.141,8,0,99.9,3.4,229.3943,229.394297099496
219,2024,7,159119,15000281,COUNTRYSIDE BLVD,TAMPA RD /CR-732,5000,C,F,F,F,F,15,Pinellas,7,0,1.192,9,0,53.4,5.9,1920.3214,1920.32143841848
220,2024,1,974055,16470000,Bridge No-160279,N/A,14600,C,D,D,D,F,16,Polk,8,17.289,18.596,9,0,56.3,14.1,2102.8958,2102.89581105208
221,2024,7,159122,15000486,CURLEW RD,PELICAN DR S,3600,S,F,F,F,F,15,Pinellas,7,0,0.25,9,0,53.4,5.9,402.6425,402.642494067758
222,2024,5,778077,77510000,N/A,LAKE MARY BLVD,24500,C,F,F,F,F,77,Seminole,5,8.628,11.769,9,0,52.3,7,5022.795,5022.79495374093
223,2024,7,159054,15000087,74 AVE N,DRYER AVE,5100,R,F,F,F,F,15,Pinellas,7,0,4.281,9,0,53.4,5.9,6891.8479,6891.84793462112
224,2024,3,465140,46560011,SR-390/BECK AVE,CR-385/FRANKFORD AVE,2900,C,F,F,F,F,46,Bay,3,1.455,2.019,9,0,54.8,8.8,910.1095,910.10952907367
225,2024,2,349110,34505000,US-27A/SR-500,CR-320/NE 120 ST,200,V,F,F,F,F,34,Levy,2,0,2.046,9.5,0,55.5,2,3307.5169,3307.51686131604
226,2024,3,484072,48010000,SR297/PINE FOREST RD,STEFANI RD,30000,C,F,F,F,A,48,Escambia,3,8.299,9.045,9,0,53.8,7.1,1206.3048,1206.30480960013
227,2024,4,971423,94470009,SR 91 SB,PORT ST LUCIE BLVD,1950,C,F,F,W,F,94,St. Lucie,8,0,1.054,9,0,99.9,19,1696.4004,1696.40038199984
228,2024,3,485024,48000073,SR-292,SR-295/N NAVY BLVD,2100,C,F,F,F,F,48,Escambia,3,0,1.01,9,0,55.1,6.3,1638.9481,1638.94806416484
229,2024,1,164962,16507001,SR 559/N MAIN ST,LAKE ALFERD RD,3900,C,F,F,F,F,16,Polk,1,2.051,3.046,9,0,56,17.8,1604.3875,1604.38753429256
230,2024,5,977727,77470027,CR  431/RINEHART RD,SR 417 SB,4400,C,F,F,W,F,77,Seminole,8,0,0.549,8,0,99.9,16,877.933,877.933036171554
231,2024,2,310033,31030000,STRICKLAND AVE,CR-138,5600,C,F,F,F,A,31,Gilchrist,2,12.519,22.016,9.5,0,54.6,9.6,15286.7479,15286.7479023885
232,2024,4,937702,93674000,ORANGE BLVD,NORTHLAKE BLVD,2600,S,F,F,F,F,93,Palm Beach,4,0,2.184,9,0,61.5,4.7,3514.7247,3514.72471486742
233,2024,2,339104,33505000,NW FULTON ST,NW CR-251,150,X,F,F,F,F,33,Lafayette,2,0,1.624,9.5,0,58,16.2,2613.6642,2613.6642034802
234,2024,3,480201,48000017,ASHTON BROSNAHAM DR,CHEMSTRAND RD,8600,F,F,F,F,1,48,Escambia,3,1.901,2.397,9,0,53.8,4,797.2384,797.238394763273
235,2024,7,159076,15000141,62 AVE S,22 AVE S,6400,R,F,F,F,F,15,Pinellas,7,0,2.569,9,0,53.4,5.9,4137.4153,4137.41527055457
236,2024,1,170072,17005302,SR-681 SB,US-41 NB,1900,C,F,F,W,A,17,Sarasota,1,0,0.225,9,0,99.9,8.9,360.046,360.046033395266
237,2024,1,174009,17000039,TUTTLE AVE,CIRCUS BLVD,18600,F,F,F,F,1,17,Sarasota,1,1,2.545,9,0,54,5.3,2488.8863,2488.88630523913
238,2024,1,164782,16837000,ORCHID BLVD,CR 542,2700,S,F,F,F,2,16,Polk,1,0,2.497,9.5,0,56,8.6,3984.7475,3984.74747015551
239,2024,1,974058,16470045,SR 570 WB,OLD DIXIE HIGHWAY,500,C,F,F,W,F,16,Polk,8,0,0.568,9,0,99.9,14.1,510.6966,510.696569685979
240,2024,4,869337,86000049,NW 44 ST,N/A,4500,F,F,F,F,F,86,Broward,4,0,0.273,9,0,53.7,8.2,440.6476,440.6475993876
241,2024,2,329106,32501000,2.0 MI. S. CR-249,US-129/SR-51,350,V,F,F,F,F,32,Hamilton,2,0,3.91,9.5,0,56.4,18.8,6309.3931,6309.39312085567
242,2024,4,867332,86000240,NW 8 ST,SR-838/SUNRISE BLVD,25500,F,F,F,F,F,86,Broward,4,3.012,4.017,9,0,53.7,8.2,1617.4639,1617.46391209309
243,2024,1,174411,17000010,N/A,DR MLK JR WAY,3100,S,F,F,F,2,17,Sarasota,1,0.221,1.768,9,0,54,5.3,2466.6966,2466.69664064155
244,2024,3,480002,48000004,US-29/SR-95,MCNEAL RD,300,F,F,F,F,1,48,Escambia,3,0,1.522,9.5,0,53.8,10.2,2459.6597,2459.65973836654
245,2024,2,290248,29640000,SW CR-18,US41/US441/SR-25,1100,F,F,F,F,D,29,Columbia,2,0,14.409,9,0,54.1,17.8,23185.573,23185.572992368
246,2024,2,349133,34600000,SR-24,CR-345,150,F,F,F,F,F,34,Levy,2,0,7.297,9.5,0,55.5,2,11743.8785,11743.8784879301
247,2024,4,940084,94501000,90 DEGREE CURVE LT,SR-70/OKEECHOBEE RD,500,C,F,F,F,F,94,St. Lucie,4,0,5.123,9.5,0,54.9,15.7,8250.8639,8250.86388929579
248,2024,7,159175,15008500,S FT HARRISON AVE,US-19,15100,C,F,F,F,F,15,Pinellas,7,0,4.122,9,0,53.4,5.9,6600.4813,6600.48130852263
249,2024,2,329115,32560000,CR-158,SR-100/2ND AVE SE,1600,X,F,F,F,F,32,Hamilton,2,0,5.35,9,0,56.4,18.8,8626.1725,8626.17251803723
250,2024,7,159240,15000424,CR-611/EAST LAKE RD,CRESTRIDGE DR,4200,X,F,F,F,F,15,Pinellas,7,0,0.413,9,0,53.4,5.9,676.6833,676.683348217191
251,2024,4,937409,93000009,SW 21 LN,N/A,1000,S,F,F,F,F,93,Palm Beach,4,0,0.305,9,0,58.6,4.7,494.7208,494.720784652869
252,2024,3,485230,48000045,US-90/SR-10A/E CERVA,E MAXWELL ST,2700,F,F,F,F,1,48,Escambia,3,0.517,1.447,9,0,55.1,4.9,1502.323,1502.32300948771
253,2024,3,475006,47020000,N/A,NW 11TH ST,6200,F,F,F,F,F,47,Calhoun,3,21.475,22.647,9.5,0,61.6,10.8,1889.4889,1889.48888000349
254,2024,6,876116,87200074,NW 12 ST,87200163 WB ON,5400,C,F,F,W,A,87,Miami-Dade,6,0,0.222,8,0,99.9,3.5,363.9147,363.914683527183
255,2024,7,159232,15000314,BEACH DR,3 RD ST N,9900,X,F,F,F,F,15,Pinellas,7,1.263,1.625,9,0,53.4,5.9,581.8135,581.81350846745
256,2024,1,974050,16470000,16470036 RAMP,Bridge No-160279,20800,C,D,D,D,F,16,Polk,8,14.514,17.289,9,0,56.3,14.1,4464.7264,4464.72638457779
257,2024,5,778093,77502000,INTERNATIONAL PKWY,LAKE EMMA RD,18500,C,F,F,F,F,77,Seminole,5,0.86,1.495,9,0,52.3,7.1,1024.2593,1024.25926992339
258,2024,3,485181,48013000,N/A,SR-291/N DAVIS HWY,3900,F,F,F,F,1,48,Escambia,3,1.577,1.975,9,0,55.1,2.6,642.6754,642.675359917624
259,2024,1,174174,17000144,LOCKWOOD RIDGE RD,TIVOLI AVE,7100,F,F,F,F,1,17,Sarasota,1,0,1.393,9,0,54,4.8,2242.2613,2242.26133365731
260,2024,2,540218,35050000,NW REAPER CHRUCH RD,JEFFERSON CO LINE,750,C,F,F,F,F,35,Madison,2,16.811,19.356,9.5,0,60.8,28.3,4098.3115,4098.31152638885
261,2024,3,461634,46600000,ILLINOIS AVE,CR-389,12800,C,F,F,F,A,46,Bay,3,0.34,1.341,9,0,54.8,5.4,1609.0248,1609.02478786454
262,2024,3,465148,46560001,SR390/ST ANDREWS BLV,SUZUKI GATE,4100,F,F,F,F,1,46,Bay,3,1.93,3.538,9,0,54.8,11.5,2592.1264,2592.12642331894
263,2024,3,485088,48004000,N 65TH AVE,N 61ST AVE,18500,C,F,F,F,F,48,Escambia,3,4.489,4.741,9,0,55.1,2.8,407.4188,407.418801547157
264,2024,4,937433,93000409,AVE F (ON RT),BROADWAY AVE,1850,S,F,F,F,2,93,Palm Beach,4,0,0.246,9,0,62.2,3.1,395.3384,395.338406807428
265,2024,3,485053,48003000,SR-296/BAYOU BLVD,SR-750/AIRPORT BLVD,30000,F,F,F,F,F,48,Escambia,3,4.025,4.548,9,0,55.1,1.5,845.8269,845.826935320704
266,2024,2,324400,32100010,GORE AT I-75 NB,GORE AT SR-51/US-129,2500,C,F,F,W,F,32,Hamilton,2,0,0.158,9.5,0,99.9,31.3,257.2122,257.212173428424
267,2024,7,159093,15000330,CR 1/KEENE RD,SR-580 / MAIN ST,3400,C,F,F,F,F,15,Pinellas,7,0,0.71,9,0,53.4,5.9,1134.7258,1134.72584913612
268,2024,4,930080,93834000,SR-715/NW 16 ST,N MAIN ST,6100,C,F,F,F,A,93,Palm Beach,4,0,0.997,9,0,61.5,14.5,1610.3587,1610.35868378261
269,2024,2,340039,34040000,NW 27 ST/SE 80 ST,N/A,6500,C,F,F,F,F,34,Levy,2,0,4.657,9.5,0,55.5,8.8,7507.368,7507.36803964478
270,2024,1,174472,17000080,THE ESPLANADE,TAMIAMI TRAIL,8700,C,F,F,F,F,17,Sarasota,1,0,0.935,9,0,54,4.8,1505.0875,1505.08754770424
271,2024,7,159229,15000275,FLAGLER DR,DREW ST,1400,X,F,F,F,F,15,Pinellas,7,0.936,2.004,9,0,53.4,5.9,1721.1405,1721.14052644002
272,2024,7,159164,15000438,CR-611/EAST LAKE RD,PASCO CO LINE,21500,X,F,F,F,F,15,Pinellas,7,0,1.706,9,0,53.4,5.9,2748.3886,2748.38863079187
273,2024,4,937697,93000376,DONNELY DR,W LANTANA RD,2700,S,F,F,F,F,93,Palm Beach,4,0,0.342,9,0,61.5,4.7,558.6606,558.660568463614
274,2024,3,485102,48000026,CR-453,SR-292,1500,C,F,F,F,F,48,Escambia,3,0,0.549,9,0,55.1,6.3,887.6665,887.666512661319
275,2024,3,470036,47020000,CR-274/NE BROAD ST,JACKSON CO LINE,4700,C,F,F,F,A,47,Calhoun,3,32.328,35.211,9.5,0,61.6,11.6,4648.0431,4648.04314777206
276,2024,5,777027,77000402,SR-415/E LAKE MARY,PENINSULA POINT,4600,C,F,F,F,A,77,Seminole,5,0,0.398,9,0,52.3,8.4,629.5857,629.585745580765
277,2024,1,164966,16560000,N/A,SR 60,2500,C,F,F,F,F,16,Polk,1,6.121,10.945,9.5,0,56,17.8,7758.1515,7758.15154571453
278,2024,7,159095,15000203,N/A,SUNSET POINT RD,4400,S,F,F,F,F,15,Pinellas,7,0.25,1.036,9,0,53.4,5.9,1267.3418,1267.34182652357
279,2024,4,869219,86000239,SHOTGUN RD/SW 154 AV,BOYSCOUT RD/SW142AV,7800,R,F,F,F,F,86,Broward,4,0,1.086,9,0,53.7,8.2,1735.0722,1735.07216182875
280,2024,3,485322,48013000,KEATING RD,SPANISH TRAIL RD,9900,F,F,F,F,1,48,Escambia,3,4.61,5.658,9,0,55.1,2.5,1692.1954,1692.1954494053
281,2024,7,155501,15010000,N/A,N/A,11200,C,F,F,F,F,15,Pinellas,7,0.577,1.1,9,0,53.4,5.3,841.6308,841.630840618884
282,2024,3,485222,48000017,US-29/SR-95,ASHTON BROSNAHAM DR,10900,C,F,F,F,A,48,Escambia,3,1.157,1.901,9,0,55.1,4.8,1195.8503,1195.85030180184
283,2024,2,350279,35010000,SW CAPTAIN BROWN RD,CR-360A/MLK JR DR,8745,C,A,A,A,A,35,Madison,2,19.136,19.686,9.5,0,60.8,7.6,885.3673,885.367347732701
284,2024,3,460252,46630000,SR-77,S GAINER BAYOU RD,12500,C,F,F,F,F,46,Bay,3,1.907,2.805,9,0,55.7,8.8,1451.0872,1451.08724857633
285,2024,2,309103,30508000,GULF OF MEXICO,CR-358/SW 358 HWY,400,V,F,F,F,F,30,Dixie,2,0,11.314,9.5,0,58.8,13.6,18210.5316,18210.5315581199
286,2024,7,159167,15000506,CURLEW RD,CUTTY BAY CT,6300,C,F,F,F,F,15,Pinellas,7,0,0.598,9,0,53.4,5.9,959.7021,959.702128331735
287,2024,3,485132,48004000,SR-292,US-98/SR-30,6600,C,F,F,F,A,48,Escambia,3,0,1.638,9,0,55.1,3.5,2647.6725,2647.67245189104
288,2024,2,320235,32100000,US-129/SR-51,Bridge No-320039,37500,C,F,F,F,F,32,Hamilton,2,9.299,18.385,10.5,0,53.6,31.3,14617.5214,14617.5213897529
289,2024,7,159235,15000404,N/A,34 ST N,2700,X,F,F,F,F,15,Pinellas,7,0.993,1.255,9,0,53.4,5.9,422.2632,422.263215421138
290,2024,4,930029,93792000,SR-811/ALT A1A,VILLAGE BLVD,13800,S,F,F,F,F,93,Palm Beach,4,0,0.915,9,0,61.5,4.7,1475.48,1475.48004581571
291,2024,2,340086,34030000,CR-336,N/A,2500,C,F,F,F,F,34,Levy,2,0.164,17.955,9.5,0,55.5,9.2,28665.1157,28665.115715118
292,2024,1,174268,17000073,VENICE EAST  BLVD,RIVER RD,10300,F,F,F,F,1,17,Sarasota,1,0,3.077,9,0,54,4.2,4945.2288,4945.2288165341
293,2024,7,155704,15000292,PATRICIA AVE,PINEHURST RD,800,X,F,F,F,F,15,Pinellas,7,0.854,1.166,9,0,53.4,4.6,501.8546,501.854597816924
294,2024,7,159079,15000143,TRADE WINDS DR S,24 AVE S,1950,R,F,F,F,F,15,Pinellas,7,0,0.538,9,0,53.4,5.9,864.2859,864.285894725186
295,2024,3,485006,48020000,N HAYNE ST,US-98/SR-289/9TH AVE,25500,C,F,F,F,A,48,Escambia,3,15.155,15.535,9,0,55.1,2.5,614.825,614.825021287893
296,2024,7,159053,15000084,SR-688 / WALSSINGHAM,US-19A / SR-595 / SE,10100,R,F,F,F,F,15,Pinellas,7,0,1.738,9,0,53.4,5.9,2814.8408,2814.84076896774
297,2024,3,485113,48004000,SR-292/N PACE BLVD,SR-752 WB/TEXAR DR,32500,C,F,F,F,F,48,Escambia,3,8.313,8.786,9,0,55.1,7.1,764.5482,764.548225117416
298,2024,4,971422,94470008,94470010 RAMP,SR 91 NB,1700,C,F,F,W,F,94,St. Lucie,8,0,0.173,9,0,99.9,19,276.7816,276.78156875952
299,2024,3,485240,48000070,N A ST,N 10TH AVE,4000,F,F,F,W,1,48,Escambia,3,0,1.003,9,0,99.9,3.5,1613.2055,1613.20545798524
300,2024,2,319105,31505000,CR-232,NW 298 ST,650,V,F,F,F,F,31,Gilchrist,2,0,4.015,9.5,0,54.6,7,6456.8303,6456.83030024687
301,2024,2,340155,34070000,2ND ST,TO CR-347,3000,C,F,F,F,F,34,Levy,2,0,3.287,9.5,0,55.5,11.3,5283.8806,5283.88055641938
302,2024,2,309109,30570000,NE 351 HWY,NE 349 HWY,450,R,F,F,F,F,30,Dixie,2,0,2.068,9.5,0,58.8,13.6,3328.2949,3328.29489049132
303,2024,4,937696,93614000,SR-80/S MAIN ST,SE 3 ST,850,S,F,F,F,F,93,Palm Beach,4,0,0.188,9,0,61.5,4.7,309.7844,309.784431832344
304,2024,2,339100,33501000,SE CR-405,SR-51/S FLETCHER AVE,450,C,F,F,F,F,33,Lafayette,2,0,9.714,9.5,0,58,16.2,15636.4163,15636.4162733852
305,2024,7,152735,15000217,N/A,5 AVE N,16500,S,F,F,W,F,15,Pinellas,7,0.653,0.781,8,0,99.9,7.3,206.4152,206.415199201839
306,2024,7,155301,15009000,COUNTRYSIDE BLVD,CR611/MCMULLEN BOOTH,32000,C,F,F,F,A,15,Pinellas,7,3.839,4.395,9,0,53.4,11.2,894.8435,894.8435316164
307,2024,1,174905,17000571,S SALFORD BLVD,TOLEDO BLADE BLVD S,15900,F,F,F,F,1,17,Sarasota,1,0,2.499,9,0,54,6.4,4021.9413,4021.94128710919
308,2024,1,174214,17000036,BENEVA RD,CATTLEMEN RD,11400,F,F,F,F,1,17,Sarasota,1,0,2.83,9,0,54,4.8,4566.5103,4566.51026567972
309,2024,1,164974,16835000,SR-655/RECKER HWY,SR544/HAVENDALE BLVD,3400,C,F,F,F,F,16,Polk,1,0,2.14,9,0,56,17.8,3443.0785,3443.07852397393
310,2024,1,974039,16470025,LAKELAND HIGHLANDS,SR 570 EB,4400,C,F,F,W,F,16,Polk,8,0,0.397,9,0,99.9,14.1,632.5688,632.568795066303
311,2024,1,174287,17000118,US-41 BYPASS,S AUBURN RD,23500,F,F,F,F,1,17,Sarasota,1,0,2.013,9,0,54,3.8,3228.1002,3228.10024663793
312,2024,2,324404,32100016,GORE AT I-75 NB,GORE AT SR-6,1800,C,F,F,W,F,32,Hamilton,2,0,0.218,9.5,0,99.9,31.3,353.5894,353.589405837305
313,2024,4,869581,86000250,US-441/SR-7,LYONS RD,27500,F,F,F,F,F,86,Broward,4,0,0.968,9,0,55,8.2,1557.677,1557.67703579773
314,2024,2,330102,33010000,SW CR-350,N/A,4100,C,F,F,F,F,33,Lafayette,2,7.021,13.288,9.5,0,58,16.2,10088.3003,10088.3002882282
